image,src,box_idx,class,area_frac,iou_or_conf,flag
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,3,WH,0.00042,0.0,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,3,WH,0.00042,0.0,no_model_support
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,4,WH,0.0002,0.0,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,4,WH,0.0002,0.0,aspect
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,4,WH,0.0002,0.0,no_model_support
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,5,WH,0.00039,0.0,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,5,WH,0.00039,0.0,no_model_support
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,6,WH,0.0003,0.0,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,6,WH,0.0003,0.0,no_model_support
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,7,WH,0.00124,0.624,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,8,WH,0.00206,0.726,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,9,WH,0.00224,0.635,tiny
image_from_china-1016-_jpg.rf.ec86f1f8e8eae6d72bc06f9f92e0e363.jpg,gt,13,WH,0.01239,0.711,edge
image_from_china-1076-_jpg.rf.3b843e6b1faeba9c93a8626160a66dc2.jpg,gt,0,W,0.21559,0.706,edge
image_from_china-1076-_jpg.rf.3b843e6b1faeba9c93a8626160a66dc2.jpg,gt,1,W,0.24676,0.924,edge
image_from_china-1076-_jpg.rf.3b843e6b1faeba9c93a8626160a66dc2.jpg,gt,2,W,0.17986,0.958,edge
image_from_china-1076-_jpg.rf.3b843e6b1faeba9c93a8626160a66dc2.jpg,gt,2,W,0.17986,0.958,"class_disagree(gt=W,pred=WH)"
image_from_china-1076-_jpg.rf.6ab26a0c4e1c514d7050eae707ae6d0f.jpg,gt,0,W,0.21559,0.838,edge
image_from_china-1076-_jpg.rf.6ab26a0c4e1c514d7050eae707ae6d0f.jpg,gt,1,W,0.24676,0.615,edge
image_from_china-1076-_jpg.rf.6ab26a0c4e1c514d7050eae707ae6d0f.jpg,gt,2,W,0.17986,0.921,edge
image_from_china-1076-_jpg.rf.fda841778bf2e736aab5453fdbdfd162.jpg,gt,0,W,0.21559,0.867,edge
image_from_china-1076-_jpg.rf.fda841778bf2e736aab5453fdbdfd162.jpg,gt,1,W,0.24676,0.86,edge
image_from_china-1076-_jpg.rf.fda841778bf2e736aab5453fdbdfd162.jpg,gt,2,W,0.17986,0.584,edge
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,1,WH,0.00154,0.749,tiny
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,2,W,0.00085,0.005,tiny
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,2,W,0.00085,0.005,no_model_support
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,3,WH,0.0015,0.0,tiny
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,3,WH,0.0015,0.0,no_model_support
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,4,W,0.00065,0.726,tiny
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,4,W,0.00065,0.726,"class_disagree(gt=W,pred=WH)"
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,5,W,0.00076,0.004,tiny
image_from_china-1109-_jpg.rf.75db4aa4974df6a6a6fd2d3b8c7108ba.jpg,gt,5,W,0.00076,0.004,no_model_support
image_from_china-1183-_jpg.rf.8df39749e1f9e93b6d99bb8874e6707d.jpg,gt,0,WH,0.02709,0.0,no_model_support
image_from_china-1183-_jpg.rf.8df39749e1f9e93b6d99bb8874e6707d.jpg,gt,1,WH,0.0197,0.0,no_model_support
image_from_china-1183-_jpg.rf.d272be84d5bef711cfa977d9cdac57fd.jpg,gt,0,WH,0.02709,0.0,no_model_support
image_from_china-1183-_jpg.rf.d272be84d5bef711cfa977d9cdac57fd.jpg,gt,1,WH,0.0197,0.0,no_model_support
image_from_china-1183-_jpg.rf.d602f28a08a1d3fffb02052435fbe8dd.jpg,gt,1,WH,0.0197,0.0,no_model_support
image_from_china-1250-_jpg.rf.001d179e68f2e06f018a069f3ebeb0dc.jpg,gt,0,W,0.00746,0.403,aspect
image_from_china-1250-_jpg.rf.001d179e68f2e06f018a069f3ebeb0dc.jpg,gt,2,W,0.00151,0.573,tiny
image_from_china-1250-_jpg.rf.001d179e68f2e06f018a069f3ebeb0dc.jpg,gt,2,W,0.00151,0.573,"class_disagree(gt=W,pred=WH)"
image_from_china-1250-_jpg.rf.001d179e68f2e06f018a069f3ebeb0dc.jpg,gt,3,W,0.00339,0.517,"class_disagree(gt=W,pred=WH)"
image_from_china-1250-_jpg.rf.a1f760127f68fcf32fd18abc95711be7.jpg,gt,0,W,0.00746,0.401,aspect
image_from_china-1250-_jpg.rf.a1f760127f68fcf32fd18abc95711be7.jpg,gt,2,W,0.00151,0.607,tiny
image_from_china-1250-_jpg.rf.a1f760127f68fcf32fd18abc95711be7.jpg,gt,2,W,0.00151,0.607,"class_disagree(gt=W,pred=WH)"
image_from_china-1250-_jpg.rf.d5cfa0a641f1b45ceed76266b702631b.jpg,gt,0,W,0.00746,0.595,aspect
image_from_china-1250-_jpg.rf.d5cfa0a641f1b45ceed76266b702631b.jpg,gt,2,W,0.00151,0.104,tiny
image_from_china-1250-_jpg.rf.d5cfa0a641f1b45ceed76266b702631b.jpg,gt,2,W,0.00151,0.104,no_model_support
image_from_china-1250-_jpg.rf.d5cfa0a641f1b45ceed76266b702631b.jpg,pred,-1,WH,,0.721,unlabeled_pred
image_from_china-1299-_jpg.rf.1d620ca972808a963060e840b24664f1.jpg,gt,0,W,0.13015,0.786,edge
image_from_china-1299-_jpg.rf.1d620ca972808a963060e840b24664f1.jpg,gt,1,W,0.16902,0.635,edge
image_from_china-1299-_jpg.rf.3dfdd69ca660518fc14e42b84bd39c0c.jpg,gt,0,W,0.12965,0.81,edge
image_from_china-1299-_jpg.rf.3dfdd69ca660518fc14e42b84bd39c0c.jpg,gt,1,W,0.16902,0.0,edge
image_from_china-1299-_jpg.rf.3dfdd69ca660518fc14e42b84bd39c0c.jpg,gt,1,W,0.16902,0.0,no_model_support
image_from_china-1299-_jpg.rf.ee2586e14c9acb5b449161afad4416a3.jpg,gt,0,W,0.12965,0.733,edge
image_from_china-1299-_jpg.rf.ee2586e14c9acb5b449161afad4416a3.jpg,gt,1,W,0.16902,0.0,edge
image_from_china-1299-_jpg.rf.ee2586e14c9acb5b449161afad4416a3.jpg,gt,1,W,0.16902,0.0,no_model_support
image_from_china-1336-_jpg.rf.399983984f9ae62a8ba724c700ad9294.jpg,gt,0,W,0.01684,0.669,"class_disagree(gt=W,pred=WH)"
image_from_china-1336-_jpg.rf.399983984f9ae62a8ba724c700ad9294.jpg,gt,1,W,0.00936,0.834,edge
image_from_china-1336-_jpg.rf.399983984f9ae62a8ba724c700ad9294.jpg,gt,1,W,0.00936,0.834,"class_disagree(gt=W,pred=WH)"
image_from_china-1336-_jpg.rf.b84218dace2a2b382a2fe3db5e6b2140.jpg,gt,0,W,0.01684,0.751,"class_disagree(gt=W,pred=WH)"
image_from_china-1336-_jpg.rf.b84218dace2a2b382a2fe3db5e6b2140.jpg,gt,1,W,0.00916,0.513,edge
image_from_china-1336-_jpg.rf.b84218dace2a2b382a2fe3db5e6b2140.jpg,gt,1,W,0.00916,0.513,"class_disagree(gt=W,pred=WH)"
image_from_china-1336-_jpg.rf.cfc638e87d60d0cc399817a221d556ef.jpg,gt,0,W,0.01684,0.768,"class_disagree(gt=W,pred=WH)"
image_from_china-1336-_jpg.rf.cfc638e87d60d0cc399817a221d556ef.jpg,gt,1,W,0.00916,0.695,edge
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,0,W,0.01084,0.691,aspect
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,1,W,0.00786,0.588,aspect
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,1,W,0.00786,0.588,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,2,W,0.01899,0.904,edge
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,2,W,0.01899,0.904,aspect
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,2,W,0.01899,0.904,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,3,W,0.02231,0.61,aspect
image_from_china-1379-_jpg.rf.569f77788744f9d7ceea10a9263ddfc0.jpg,gt,3,W,0.02231,0.61,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,0,W,0.01084,0.679,aspect
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,1,W,0.00786,0.588,aspect
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,1,W,0.00786,0.588,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,2,W,0.01899,0.927,edge
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,2,W,0.01899,0.927,aspect
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,2,W,0.01899,0.927,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.ebcc00d557d7d595a28c253af08d1ace.jpg,gt,3,W,0.02231,0.591,aspect
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,0,W,0.01084,0.693,aspect
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,0,W,0.01084,0.693,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,1,W,0.00786,0.504,aspect
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,1,W,0.00786,0.504,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,2,W,0.01899,0.699,edge
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,2,W,0.01899,0.699,aspect
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,2,W,0.01899,0.699,"class_disagree(gt=W,pred=WH)"
image_from_china-1379-_jpg.rf.f34b1e4eaa552831e831bed833a747f8.jpg,gt,3,W,0.02231,0.487,aspect
image_from_china-140-_jpg.rf.6cf88182904eb85beec7ac2caba1193a.jpg,gt,2,WH,0.00941,0.784,"class_disagree(gt=WH,pred=W)"
image_from_china-1400-_jpg.rf.16049af2a274d5a875212f7a97c651c1.jpg,gt,2,WH,0.29166,0.735,"class_disagree(gt=WH,pred=W)"
image_from_china-1400-_jpg.rf.7d7b7cfd6f8814a7d0542438019259b2.jpg,gt,2,WH,0.29166,0.754,"class_disagree(gt=WH,pred=W)"
image_from_china-1400-_jpg.rf.cfc5d662a92c76c2f0c5a309287fe316.jpg,gt,2,WH,0.29166,0.73,"class_disagree(gt=WH,pred=W)"
image_from_china-1401-_jpg.rf.091df3c7b4a966dc21e391e629daa396.jpg,gt,1,WH,0.2067,0.802,"class_disagree(gt=WH,pred=W)"
image_from_china-1401-_jpg.rf.36120ab067e597cadd74c923204efa2b.jpg,gt,1,WH,0.2067,0.793,"class_disagree(gt=WH,pred=W)"
image_from_china-1401-_jpg.rf.d003b52c072b24e73ad2e1981e844847.jpg,gt,1,WH,0.2067,0.883,"class_disagree(gt=WH,pred=W)"
image_from_china-1416-_jpg.rf.004c7df9672f1ce30acfbe7b01a92b8a.jpg,gt,1,W,0.00607,0.744,aspect
image_from_china-1416-_jpg.rf.004c7df9672f1ce30acfbe7b01a92b8a.jpg,gt,2,W,0.0082,0.624,aspect
image_from_china-1416-_jpg.rf.bb2b989360d1057f4b906c58352cd31f.jpg,gt,0,WH,0.00429,0.159,no_model_support
image_from_china-1416-_jpg.rf.bb2b989360d1057f4b906c58352cd31f.jpg,gt,1,W,0.00607,0.627,aspect
image_from_china-1416-_jpg.rf.bb2b989360d1057f4b906c58352cd31f.jpg,gt,1,W,0.00607,0.627,"class_disagree(gt=W,pred=WH)"
image_from_china-1416-_jpg.rf.bb2b989360d1057f4b906c58352cd31f.jpg,gt,2,W,0.0082,0.358,aspect
image_from_china-1416-_jpg.rf.bb2b989360d1057f4b906c58352cd31f.jpg,gt,3,W,0.01092,0.605,"class_disagree(gt=W,pred=WH)"
image_from_china-1416-_jpg.rf.c44e60db3e6f58ac633386ec365d7e27.jpg,gt,1,W,0.00607,0.716,aspect
image_from_china-1416-_jpg.rf.c44e60db3e6f58ac633386ec365d7e27.jpg,gt,2,W,0.0082,0.552,aspect
image_from_china-1417-_jpg.rf.a0479f447010e30c8c82cebc27dcc6bf.jpg,gt,2,W,0.0077,0.78,"class_disagree(gt=W,pred=WH)"
image_from_china-1417-_jpg.rf.a0479f447010e30c8c82cebc27dcc6bf.jpg,gt,3,W,0.01242,0.46,aspect
image_from_china-1417-_jpg.rf.e6b0b6d982fc84a2114f462906319803.jpg,gt,2,W,0.0077,0.777,"class_disagree(gt=W,pred=WH)"
image_from_china-1417-_jpg.rf.e6b0b6d982fc84a2114f462906319803.jpg,gt,3,W,0.01242,0.729,aspect
image_from_china-1417-_jpg.rf.f9858df3820e8878b72ab535892e6b3d.jpg,gt,2,W,0.0077,0.039,no_model_support
image_from_china-1417-_jpg.rf.f9858df3820e8878b72ab535892e6b3d.jpg,gt,3,W,0.01242,0.584,aspect
image_from_china-1417-_jpg.rf.f9858df3820e8878b72ab535892e6b3d.jpg,gt,3,W,0.01242,0.584,"class_disagree(gt=W,pred=WH)"
image_from_china-1418-_jpg.rf.57db22ed9dd92549654aa48a7575ab98.jpg,gt,0,WH,0.00325,0.77,"class_disagree(gt=WH,pred=W)"
image_from_china-1418-_jpg.rf.57db22ed9dd92549654aa48a7575ab98.jpg,gt,1,W,0.00774,0.46,aspect
image_from_china-1418-_jpg.rf.57db22ed9dd92549654aa48a7575ab98.jpg,gt,2,W,0.00817,0.0,no_model_support
image_from_china-1418-_jpg.rf.57db22ed9dd92549654aa48a7575ab98.jpg,gt,3,W,0.01053,0.608,aspect
image_from_china-1418-_jpg.rf.aba604e89f367ff0495a354cfbe72aa5.jpg,gt,0,WH,0.00325,0.631,"class_disagree(gt=WH,pred=W)"
image_from_china-1418-_jpg.rf.aba604e89f367ff0495a354cfbe72aa5.jpg,gt,1,W,0.00774,0.814,aspect
image_from_china-1418-_jpg.rf.aba604e89f367ff0495a354cfbe72aa5.jpg,gt,1,W,0.00774,0.814,"class_disagree(gt=W,pred=WH)"
image_from_china-1418-_jpg.rf.aba604e89f367ff0495a354cfbe72aa5.jpg,gt,3,W,0.01053,0.811,aspect
image_from_china-1418-_jpg.rf.bb1fc9b51c76844f93273d35b069c029.jpg,gt,0,WH,0.00325,0.153,no_model_support
image_from_china-1418-_jpg.rf.bb1fc9b51c76844f93273d35b069c029.jpg,gt,1,W,0.00774,0.338,aspect
image_from_china-1418-_jpg.rf.bb1fc9b51c76844f93273d35b069c029.jpg,gt,3,W,0.01053,0.482,aspect
image_from_china-1427-_jpg.rf.37735feccee3604efabf4f837a64c231.jpg,gt,0,W,0.04312,0.648,"class_disagree(gt=W,pred=WH)"
image_from_china-1427-_jpg.rf.37735feccee3604efabf4f837a64c231.jpg,gt,1,W,0.03568,0.632,"class_disagree(gt=W,pred=WH)"
image_from_china-1427-_jpg.rf.50be809050a51fa3be437fbf50c3b19c.jpg,gt,1,W,0.03568,0.733,"class_disagree(gt=W,pred=WH)"
image_from_china-1427-_jpg.rf.6a5ecf0fabf50e59cbd855b631c82032.jpg,gt,0,W,0.04312,0.59,"class_disagree(gt=W,pred=WH)"
image_from_china-1427-_jpg.rf.6a5ecf0fabf50e59cbd855b631c82032.jpg,gt,1,W,0.03568,0.706,"class_disagree(gt=W,pred=WH)"
image_from_china-1532-_jpg.rf.295e2e895dbcf995fa0d8fc52f794587.jpg,gt,0,W,0.02814,0.575,"class_disagree(gt=W,pred=WH)"
image_from_china-1532-_jpg.rf.295e2e895dbcf995fa0d8fc52f794587.jpg,gt,2,W,0.01723,0.628,"class_disagree(gt=W,pred=WH)"
image_from_china-1532-_jpg.rf.295e2e895dbcf995fa0d8fc52f794587.jpg,pred,-1,WH,,0.719,unlabeled_pred
image_from_china-1532-_jpg.rf.661b1e18b7bea5cac161ebd9ac407304.jpg,gt,0,W,0.02814,0.623,"class_disagree(gt=W,pred=WH)"
image_from_china-1532-_jpg.rf.661b1e18b7bea5cac161ebd9ac407304.jpg,gt,2,W,0.01723,0.552,"class_disagree(gt=W,pred=WH)"
image_from_china-1532-_jpg.rf.661b1e18b7bea5cac161ebd9ac407304.jpg,pred,-1,WH,,0.7,unlabeled_pred
image_from_china-1532-_jpg.rf.ca202589733e56f6930604ee292a2277.jpg,gt,0,W,0.02814,0.704,"class_disagree(gt=W,pred=WH)"
image_from_china-1570-_jpg.rf.31e5880e7b846f9a9b562995d90b3a00.jpg,gt,0,W,0.00653,0.034,no_model_support
image_from_china-1570-_jpg.rf.31e5880e7b846f9a9b562995d90b3a00.jpg,gt,1,W,0.01564,0.0,no_model_support
image_from_china-1570-_jpg.rf.31e5880e7b846f9a9b562995d90b3a00.jpg,gt,3,W,0.20168,0.813,edge
image_from_china-1570-_jpg.rf.31e5880e7b846f9a9b562995d90b3a00.jpg,gt,3,W,0.20168,0.813,aspect
image_from_china-1570-_jpg.rf.51d0844313f8c0073366013ab39be658.jpg,gt,0,W,0.00653,0.028,no_model_support
image_from_china-1570-_jpg.rf.51d0844313f8c0073366013ab39be658.jpg,gt,2,WH,0.15417,0.803,"class_disagree(gt=WH,pred=W)"
image_from_china-1570-_jpg.rf.51d0844313f8c0073366013ab39be658.jpg,gt,3,W,0.19904,0.761,edge
image_from_china-1570-_jpg.rf.51d0844313f8c0073366013ab39be658.jpg,gt,3,W,0.19904,0.761,aspect
image_from_china-1570-_jpg.rf.51d0844313f8c0073366013ab39be658.jpg,gt,3,W,0.19904,0.761,"class_disagree(gt=W,pred=WH)"
image_from_china-1570-_jpg.rf.98d90c72d315f03d502f6d3a32b4c897.jpg,gt,0,W,0.00653,0.032,no_model_support
image_from_china-1570-_jpg.rf.98d90c72d315f03d502f6d3a32b4c897.jpg,gt,1,W,0.01564,0.0,no_model_support
image_from_china-1570-_jpg.rf.98d90c72d315f03d502f6d3a32b4c897.jpg,gt,3,W,0.20168,0.847,edge
image_from_china-1570-_jpg.rf.98d90c72d315f03d502f6d3a32b4c897.jpg,gt,3,W,0.20168,0.847,aspect
image_from_china-1682-_jpg.rf.18576bb240259b6e362f8fad7d62f998.jpg,gt,0,W,0.1709,0.699,edge
image_from_china-1682-_jpg.rf.18576bb240259b6e362f8fad7d62f998.jpg,gt,1,W,0.18688,0.679,edge
image_from_china-1682-_jpg.rf.18576bb240259b6e362f8fad7d62f998.jpg,gt,2,WH,0.21683,0.658,edge
image_from_china-1682-_jpg.rf.18576bb240259b6e362f8fad7d62f998.jpg,gt,2,WH,0.21683,0.658,"class_disagree(gt=WH,pred=W)"
image_from_china-1682-_jpg.rf.7df8f3d02d523281f4f7bd1193099c53.jpg,gt,0,W,0.17093,0.681,edge
image_from_china-1682-_jpg.rf.7df8f3d02d523281f4f7bd1193099c53.jpg,gt,1,W,0.18716,0.222,edge
image_from_china-1682-_jpg.rf.7df8f3d02d523281f4f7bd1193099c53.jpg,gt,2,WH,0.21683,0.85,edge
image_from_china-1682-_jpg.rf.d2b680269e0138a89d5a2a00eb2f27dc.jpg,gt,0,W,0.1709,0.684,edge
image_from_china-1682-_jpg.rf.d2b680269e0138a89d5a2a00eb2f27dc.jpg,gt,1,W,0.18566,0.119,edge
image_from_china-1682-_jpg.rf.d2b680269e0138a89d5a2a00eb2f27dc.jpg,gt,1,W,0.18566,0.119,no_model_support
image_from_china-1682-_jpg.rf.d2b680269e0138a89d5a2a00eb2f27dc.jpg,gt,2,WH,0.21683,0.801,edge
image_from_china-1682-_jpg.rf.d2b680269e0138a89d5a2a00eb2f27dc.jpg,gt,2,WH,0.21683,0.801,"class_disagree(gt=WH,pred=W)"
image_from_china-1723-_jpg.rf.056b0ffa8df7e92c9b54d4677745da1b.jpg,gt,0,WH,0.00744,0.0,no_model_support
image_from_china-1723-_jpg.rf.056b0ffa8df7e92c9b54d4677745da1b.jpg,gt,1,WH,0.01668,0.553,"class_disagree(gt=WH,pred=W)"
image_from_china-1723-_jpg.rf.b8e1fa1aa68e2e95a48f4456569ee9c4.jpg,gt,0,WH,0.00744,0.0,no_model_support
image_from_china-1723-_jpg.rf.b8e1fa1aa68e2e95a48f4456569ee9c4.jpg,gt,2,WH,0.06965,0.836,"class_disagree(gt=WH,pred=W)"
image_from_china-1723-_jpg.rf.e553e2f260fcf6cd92b57eb625c63999.jpg,gt,0,WH,0.00744,0.0,no_model_support
image_from_china-1726-_jpg.rf.771c57490df593fbbdd6792d39ad2ee1.jpg,gt,0,WH,0.39254,0.785,edge
image_from_china-1726-_jpg.rf.771c57490df593fbbdd6792d39ad2ee1.jpg,gt,1,WH,0.29748,0.842,edge
image_from_china-1726-_jpg.rf.aff828aef37ac7874c48b5b49dc5255c.jpg,gt,0,WH,0.39254,0.701,edge
image_from_china-1726-_jpg.rf.aff828aef37ac7874c48b5b49dc5255c.jpg,gt,1,WH,0.29748,0.944,edge
image_from_china-1726-_jpg.rf.be53add66687a31513d959da8da23616.jpg,gt,0,WH,0.39254,0.524,edge
image_from_china-1726-_jpg.rf.be53add66687a31513d959da8da23616.jpg,gt,1,WH,0.29748,0.796,edge
image_from_china-1746-_jpg.rf.38d56703b52403f102d9370f1911c641.jpg,gt,0,W,0.00215,0.788,tiny
